corp_name,stock_code,corp_type,level1,level2,level3,level4,level5
보락,002760,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,
보령,003850,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
보해양조,000890,유가증권시장,제조업,음료 제조업,알코올음료 제조업,증류주 및 합성주 제조업,소주 제조업
부광약품,003000,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
부국철강,026940,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,
부산산업,011390,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",,
부산주공,005030,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업
비비안,002070,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,속옷 및 잠옷 제조업,속옷 및 잠옷 제조업
비에이치,090460,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,
빙그레,005180,유가증권시장,제조업,식료품 제조업,동·식물성 유지 및 낙농제품 제조업,,
사조대림,003960,유가증권시장,제조업,식료품 제조업,수산물 가공 및 저장 처리업,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
사조동아원,008040,유가증권시장,제조업,식료품 제조업,"곡물가공품, 전분 및 전분제품 제조업",,
사조산업,007160,유가증권시장,제조업,식료품 제조업,수산물 가공 및 저장 처리업,,
사조씨푸드,014710,유가증권시장,제조업,식료품 제조업,수산물 가공 및 저장 처리업,,
사조오양,006090,유가증권시장,제조업,식료품 제조업,수산물 가공 및 저장 처리업,,
산일전기,062040,유가증권시장,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",변압기 제조업
삼성SDI,006400,유가증권시장,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,운송장비용 이차전지 제조업
삼성공조,006660,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
삼성바이오로직스,207940,유가증권시장,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,
삼성전기,009150,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,
삼성전자,005930,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,
삼성제약,001360,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
삼성중공업,010140,유가증권시장,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,
삼아알미늄,006110,유가증권시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
삼양사,145990,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
삼양식품,003230,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
삼양통상,002170,유가증권시장,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업",모피 및 가죽 제조업,모피 및 가죽 제조업
삼양패키징,272550,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업
삼영,003720,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,
삼영전자공업,005680,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
삼원강재,023000,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,
삼익THK,004380,유가증권시장,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력전달장치 제조업",구름베어링 제조업
삼익악기,002450,유가증권시장,제조업,기타 제품 제조업,악기 제조업,악기 제조업,건반 악기 제조업
삼일씨엔에스,004440,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
삼일제약,000520,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
삼정펄프,009770,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,
삼진제약,005500,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
삼화왕관,004450,유가증권시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속가공제품 제조업,금속 캔 및 기타 포장용기 제조업
삼화전기,009470,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
삼화전자공업,011230,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,,
삼화콘덴서공업,001820,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
삼화페인트공업,000390,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"잉크, 페인트, 코팅제 및 유사제품 제조업",일반용 도료 및 관련제품 제조업
상신브레이크,041650,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,
새론오토모티브,075180,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,
샘표식품,248170,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
서연이화,200880,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,
서울식품공업,004410,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
서원,021050,유가증권시장,제조업,1차 금속 제조업,금속 주조업,,
서흥,008490,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,
선도전기,007610,유가증권시장,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업
선진,136490,유가증권시장,제조업,식료품 제조업,동물용 사료 및 조제식품 제조업,,
성문전자,014910,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
성신양회,004980,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
성안머티리얼스,011300,유가증권시장,제조업,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,직물 직조업,화학섬유직물 직조업
세방전지,004490,유가증권시장,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,운송장비용 이차전지 제조업
세아베스틸지주,001430,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",
세아제강,306200,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,
세아특수강,019440,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업
세아홀딩스,058650,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,,
세원이앤씨,091090,유가증권시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,
세원정공,021820,유가증권시장,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,
세진중공업,075580,유가증권시장,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,선박 구성 부분품 제조업
셀트리온,068270,유가증권시장,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,
솔루스첨단소재,336370,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,그 외 기타 전자부품 제조업
솔루엠,248070,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
송원산업,004430,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업
수산세보틱스,017550,유가증권시장,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,건설 및 채광용 기계장비 제조업
시디즈,134790,유가증권시장,제조업,가구 제조업,가구 제조업,목재가구 제조업,기타 목재가구 제조업
시알홀딩스,000480,유가증권시장,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,
신대양제지,016590,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,
신도리코,029530,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,,
신성이엔지,011930,유가증권시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
신영와코루,005800,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,속옷 및 잠옷 제조업,속옷 및 잠옷 제조업
휴비스,079980,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,화학섬유 제조업,합성섬유 제조업
휴스틸,005010,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,
오뚜기,007310,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
오리온,271560,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
우성,006980,유가증권시장,제조업,식료품 제조업,"곡물가공품, 전분 및 전분제품 제조업",,
조흥,002600,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
크라운제과,264900,유가증권시장,제조업,식료품 제조업,"떡, 빵 및 과자류 제조업",,
팜스코,036580,유가증권시장,제조업,식료품 제조업,"곡물가공품, 전분 및 전분제품 제조업",,
풀무원,017810,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
한성기업,003680,유가증권시장,제조업,식료품 제조업,수산물 가공 및 저장 처리업,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
해태제과식품,101530,유가증권시장,제조업,식료품 제조업,기타 식품 제조업,,
하이트진로,000080,유가증권시장,제조업,음료 제조업,알코올음료 제조업,증류주 및 합성주 제조업,소주 제조업
케이티앤지,033780,유가증권시장,제조업,담배 제조업,담배 제조업,담배 제조업,담배제품 제조업
원림,005820,유가증권시장,제조업,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,직물제품 제조업,직물포대 제조업
일신방직,003200,유가증권시장,제조업,섬유제품 제조업; 의복제외,방적 및 가공사 제조업,방적 및 가공사 제조업,면 방적업
일정실업,008500,유가증권시장,제조업,섬유제품 제조업; 의복제외,편조원단 제조업,,
전방,000950,유가증권시장,제조업,섬유제품 제조업; 의복제외,방적 및 가공사 제조업,방적 및 가공사 제조업,면 방적업
신원,009270,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,겉옷 제조업,여자용 겉옷 제조업
쌍방울,102280,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,속옷 및 잠옷 제조업,속옷 및 잠옷 제조업
인디에프,014990,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,겉옷 제조업,여자용 겉옷 제조업
티비에이치글로벌,084870,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,,
한섬,020000,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,겉옷 제조업,여자용 겉옷 제조업
한세실업,105630,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,기타 봉제의복 제조업,그 외 기타 봉제의복 제조업
한세예스24홀딩스,016450,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,기타 봉제의복 제조업,
형지엘리트,093240,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,겉옷 제조업,여자용 겉옷 제조업
호전실업,111110,유가증권시장,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,기타 봉제의복 제조업,그 외 기타 봉제의복 제조업
유니켐,011330,유가증권시장,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업",모피 및 가죽 제조업,모피 및 가죽 제조업
제이에스코퍼레이션,194370,유가증권시장,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업","핸드백, 가방 및 기타 보호용 케이스 제조업",핸드백 및 지갑 제조업
조광피혁,004700,유가증권시장,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업",모피 및 가죽 제조업,모피 및 가죽 제조업
화승엔터프라이즈,241590,유가증권시장,제조업,"가죽, 가방 및 신발 제조업",신발 및 신발 부분품 제조업,신발 제조업,기타 신발 제조업
유니드비티플러스,446070,유가증권시장,제조업,목재 및 나무제품 제조업; 가구 제외,제재 및 목재 가공업,제재 및 목재 가공업,표면 가공 목재 및 특정 목적용 제재목 제조업
이건산업,008250,유가증권시장,제조업,목재 및 나무제품 제조업; 가구 제외,나무제품 제조업,"박판, 합판 및 강화 목제품 제조업","박판, 합판 및 유사 적층판 제조업"
한솔홈데코,025750,유가증권시장,제조업,목재 및 나무제품 제조업; 가구 제외,제재 및 목재 가공업,,
아세아제지,002310,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,
영풍제지,006740,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,
태림포장,011280,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",골판지 및 골판지 가공제품 제조업,
페이퍼코리아,001020,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,
한국수출포장공업,002200,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",골판지 및 골판지 가공제품 제조업,
한국제지,027970,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,
한솔제지,213500,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,
한창제지,009460,유가증권시장,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,
한국쉘석유,002960,유가증권시장,제조업,"코크스, 연탄 및 석유정제품 제조업",석유 정제품 제조업,석유 정제물 재처리업,윤활유 및 그리스 제조업
아모레퍼시픽,090430,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
아모레퍼시픽홀딩스,002790,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
애경산업,018250,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업","치약, 비누 및 기타 세제 제조업"
애경케미칼,161000,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,
에이블씨엔씨,078520,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
에이피알,278470,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
유니드,014830,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업
이수스페셜티케미컬,457190,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업
이수화학,005950,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업
일진다이아,081000,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,
잇츠한불,226320,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
제이준코스메틱,025620,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,
조광페인트,004910,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"잉크, 페인트, 코팅제 및 유사제품 제조업",일반용 도료 및 관련제품 제조업
조비,001550,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,"비료, 농약 및 살균, 살충제 제조업",비료 및 질소화합물 제조업,복합비료 및 기타 화학비료 제조업
카프로,006380,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업
케이씨씨,002380,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"잉크, 페인트, 코팅제 및 유사제품 제조업",일반용 도료 및 관련제품 제조업
코스맥스,192820,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
코스모신소재,005070,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,
코스모화학,005420,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,
코오롱ENP,138490,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱 물질 제조업,합성수지 및 기타 플라스틱 물질 제조업
코오롱인더,120110,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,,
태경산업,015890,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업
태경케미컬,006890,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 무기 화학물질 제조업,수소 제조업
태광산업,003240,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,화학섬유 제조업,합성섬유 제조업
토니모리,214420,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
티케이지휴켐스,069260,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,
한국콜마,161890,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
한국화장품제조,003350,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
한농화성,011500,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",계면활성제 제조업
한솔케미칼,014680,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업
한화,000880,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,화약 및 불꽃제품 제조업
한화솔루션,009830,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업
효성티앤씨,298020,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,화학섬유 제조업,
효성화학,298000,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,
후성,093370,유가증권시장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업
신풍제약,019170,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
에이프로젠바이오로직스,003060,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
영진약품,003520,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
오리엔트바이오,002630,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
유나이티드,033270,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
유유제약,000220,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
유한양행,000100,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
이연제약,102460,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
일동제약,249420,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
일동홀딩스,000230,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
일성아이에스,003120,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
일양약품,007570,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
제일약품,271980,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
종근당,185750,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
종근당바이오,063160,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
종근당홀딩스,001630,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
진원생명과학,011000,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
파미셀,005690,유가증권시장,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,
팜젠사이언스,004720,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
하나제약,293480,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
한독,002390,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
한미약품,128940,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
한올바이오파마,009420,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
현대약품,004310,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
환인제약,016580,유가증권시장,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,
엔피씨,004250,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업
영보화학,014440,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱 발포 성형제품 제조업,
율촌화학,008730,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,포장용 플라스틱제품 제조업,"플라스틱 포대, 봉투 및 유사제품 제조업"
진양산업,003780,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱 발포 성형제품 제조업,
진양폴리우레탄,010640,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱 발포 성형제품 제조업,기타 플라스틱 발포 성형제품 제조업
진양홀딩스,100250,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
진양화학,051630,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,플라스틱 합성피혁 제조업
테이팩스,055490,유가증권시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,기타 플라스틱제품 제조업,
한국타이어앤테크놀로지,161390,유가증권시장,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,,
아세아시멘트,183190,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
아이에스동서,010780,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",
유니온,000910,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
유니온머티리얼,047400,유가증권시장,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반도자기 제조업,위생용 및 산업용 도자기 제조업
제일연마,001560,유가증권시장,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,연마재 제조업
조선내화,462520,유가증권시장,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,
케이씨씨글라스,344820,유가증권시장,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,
태경비케이,014580,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업
티웨이홀딩스,004870,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
한국내화,010040,유가증권시장,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,
한국석유공업,004090,유가증권시장,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업
한일시멘트,300720,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
한일현대시멘트,006390,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
한일홀딩스,003300,유가증권시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
아주스틸,139990,유가증권시장,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,
알루코,001780,유가증권시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
영풍,000670,유가증권시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업"
