corp_name,stock_code,corp_type,level1,level2,level3,level4,level5
상아프론테크,089980,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
세림B&G,340440,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
스타플렉스,115570,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,
스톰테크,352090,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,"플라스틱 선, 봉, 관 및 호스 제조업"
신화인터텍,056700,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,기타 플라스틱제품 제조업,
씨피시스템,413630,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
아셈스,136410,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,플라스틱 필름 제조업
앤디포스,238090,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
에스폴리텍,050760,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
예선테크,250930,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,기타 플라스틱제품 제조업,플라스틱 접착처리 제품 제조업
오성첨단소재,052420,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
와토스코리아,079000,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,건축용 플라스틱제품 제조업,설치용 및 위생용 플라스틱제품 제조업
원풍,008370,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,플라스틱 필름 제조업
진영,285800,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,
코이즈,121850,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,
파커스,065690,코스닥시장,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,,
펌텍코리아,251970,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업
프럼파스트,035200,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,"플라스틱 선, 봉, 관 및 호스 제조업"
한국큐빅,021650,코스닥시장,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,기타 플라스틱제품 제조업,
보광산업,225530,코스닥시장,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,,
삼표시멘트,038500,코스닥시장,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,,
서산,079650,코스닥시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",레미콘 제조업
쎄노텍,222420,코스닥시장,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,비금속광물 분쇄물 생산업
에스엠씨지,460870,코스닥시장,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,,
원익QnC,074600,코스닥시장,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,
유진기업,023410,코스닥시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",레미콘 제조업
자연과환경,043910,코스닥시장,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",,
티씨케이,064760,코스닥시장,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업
삼보산업,009620,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
삼현철강,017480,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,
성광벤드,014620,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,강관 가공품 및 관 연결구류 제조업
세토피아,222810,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,,
신스틸,162300,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,,
쎄니트,037760,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업
알멕,354320,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
에이치브이엠,295310,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업"
원일특강,012620,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업
유에스티,263770,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,,
율촌,146060,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,주철관 제조업
이렘,009730,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,
제이스코홀딩스,023440,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출 제품 제조업
태광,023160,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,
티플랙스,081150,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,,
포스코엠텍,009520,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업
피제이메탈,128660,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,기타 1차 비철금속 제조업,
하이록코리아,013030,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,,
한국선재,025550,코스닥시장,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업
한주라이트메탈,198940,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,,
한창산업,079170,코스닥시장,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","기타 비철금속 압연, 압출 및 연신 제품 제조업"
보성파워텍,006910,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
부스타,008470,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",핵반응기 및 증기 보일러 제조업,핵반응기 및 증기보일러 제조업
삼목에스폼,018310,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
삼영엠텍,054540,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
세명전기,017510,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속가공제품 제조업,
세아메카닉스,396300,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
승일,049830,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
신진에스엠,138070,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
에스와이,109610,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업
에스와이스틸텍,365330,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
에이치와이티씨,148930,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속가공업",절삭가공 및 유사처리업
와이엠,007530,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
와이지-원,019210,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반철물 제조업",톱 및 호환성 공구 제조업
우양에이치씨,101970,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방보일러, 금속탱크 및 유사 용기 제조업",
윈하이텍,192390,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
유진테크놀로지,240600,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
이엠코리아,095190,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
제룡산업,147830,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,
제일테크노스,038010,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
케이피에프,024880,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
케이피티유,054410,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속가공업",금속 열처리업
케일럼,258610,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,
태양,053620,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속가공제품 제조업,금속 캔 및 기타 포장용기 제조업
태웅,044490,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말야금 제품 제조업",금속 단조제품 제조업
테라사이언스,073640,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속가공업",그 외 기타 금속가공업
포메탈,119500,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
포인트엔지니어링,256630,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속가공업",도장 및 기타 피막처리업
풍강,093380,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
하이드로리튬,101670,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,
한선엔지니어링,452280,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
해성에어로보틱스,059270,코스닥시장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,
바이오스마트,038460,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,"전자코일, 변성기 및 기타 전자 유도자 제조업"
백금T&A,046310,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
벡트,457600,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,"텔레비전, 비디오 및 기타 영상기기 제조업",비디오 및 기타 영상기기 제조업
블루콤,033560,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,"오디오, 스피커 및 기타 음향기기 제조업",기타 음향기기 제조업
비덴트,121800,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,방송장비 제조업
비씨엔씨,146320,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,
빅솔론,093190,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,,
빛과전자,069540,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,
빛샘전자,072950,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
사피엔반도체,452430,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
삼영에스앤씨,361670,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
삼영이엔씨,065570,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
삼지전자,037460,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
삼진,032750,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,
상신전자,263810,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
새로닉스,042600,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
샘씨엔에스,252990,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
서울바이오시스,092190,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
서울반도체,046890,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
서원인텍,093920,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
성우전자,081580,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
성우테크론,045300,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
성호전자,043260,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
세경하이테크,148150,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
세진티에스,067770,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,표시장치 제조업,액정 표시장치 제조업
센서뷰,321370,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
셀피글로벌,068940,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,"전자코일, 변성기 및 기타 전자 유도자 제조업"
슈프리마,236200,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업
슈프리마에이치큐,094840,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,
시그네틱스,033170,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
시노펙스,025320,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
시지트로닉스,429270,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",기타 반도체소자 제조업
심텍,222800,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,
쏘닉스,088280,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",기타 반도체소자 제조업
쏠리드,050890,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
쓰리에이로직스,177900,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
씨엔플러스,115530,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
씨유테크,376290,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,전자부품 실장기판 제조업
아나패스,123860,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
아모그린텍,125210,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
아모센스,357580,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
아모텍,052710,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
아바텍,149950,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,표시장치 제조업,액정 표시장치 제조업
아비코전자,036010,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자감지장치 제조업
아이디스,143160,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
아이디피,332370,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,기억장치 및 주변기기 제조업,기타 주변기기 제조업
아이쓰리시스템,214430,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
아이씨에이치,368600,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
아이씨티케이,456010,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,
아이앤씨,052860,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
아이언디바이스,464500,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업
아이에스티이,212710,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,
아이에이,038880,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
아이엠,101390,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
아이윈플러스,123010,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
아이컴포넌트,059100,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,표시장치 제조업,액정 표시장치 제조업
아이티엠반도체,084850,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
아진엑스텍,059120,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
알로이스,297570,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,
알에스오토메이션,140670,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
알에프세미,096610,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
알에프텍,061040,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
알엔투테크놀로지,148250,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
알파칩스,117670,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
액트로,290740,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
앤씨앤,092600,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
앱코,129890,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,기억장치 및 주변기기 제조업,기타 주변기기 제조업
어보브반도체,102120,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
에스디시스템,121890,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
에스앤에스텍,101490,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
에스코넥,096630,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,이동전화기 제조업
에스텍,069510,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,"오디오, 스피커 및 기타 음향기기 제조업",기타 음향기기 제조업
에이디테크놀로지,200710,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
에이루트,096690,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,기억장치 및 주변기기 제조업,기타 주변기기 제조업
에이스테크,088800,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
에이엘티,172670,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
에이직랜드,445090,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업
에이치엔에스하이텍,044990,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
에이치엠넥스,036170,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
에이텀,355690,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
에이텍,045660,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,컴퓨터 제조업,컴퓨터 제조업
에이텍모빌리티,224110,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
에이팩트,200470,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,
에치에프알,230240,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,
에프알텍,073540,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
에프에스티,036810,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
엑스페릭스,317770,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
엔시트론,101400,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
엔피디,198080,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,전자부품 실장기판 제조업
엘디티,096870,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,
엘엠에스,073110,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
엘컴텍,037950,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
엠디바이스,226590,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
엠케이전자,033160,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
엠투엔,033310,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
엣지파운드리,105550,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,
오늘이엔엠,192410,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,
오디텍,080520,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",
오이솔루션,138080,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업
오킨스전자,080580,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,
옵티시스,109080,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업
옵티코어,380540,코스닥시장,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",마그네틱 및 광학 매체 제조업,,
